instruction,gold,source,category,response
"리플리와 프랭클린(Ripley&Franklin)이 구분한 네 가지 정책 유형에 대한 설명으로 옳지 않은 것은?
1. 배분 정책(dist ributivepolicy) － 정책과정에서 이해당사자들 간에 로그롤링(log-rolling) 또는 포크 배럴(porkbarrel)과 같은 정치적 현상이 나타나기도 한다.
2. 재분배 정책(redist ributivepolicy) －이념적 논쟁과 소득계층 간 갈등이 첨예하게 대립되어 표준운영 절차(SOP)나 일상적 절차의 확립이 비교적 어렵다.
3. 경쟁적 규제정책(competitiveregulatorypolicy) － 배분 정책적 성격과 규제정책적 성격을 동시에 지니고 있고 규제정책은 거의 대부분이러한 경쟁적 규제정책에 해당된다.
4. 보호적 규제정책(protectiveregulatorypolicy) － 소비자나 일반 대중을 보호하기 위해 특정 집단을 규제하므로 규제집행 조직과 피규제집단 간 갈등의 가능성이 높다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Law,"필요한 정보 정리  
리플리(Ripley)와 프랭클린(Franklin)의 정책 유형 분류는 다음 네 가지로 요약됩니다.

1. 배분 정책(Distributive Policy): 사회의 여러 집단에게 자원을 배분. 물적·지역적 이익이 중심. 로그롤링(log-rolling)이나 포크배럴(pork-barrel)과 같은 정치적 거래가 발생.
2. 재분배 정책(Redistributive Policy): 소득, 재산, 기회 등 자원의 분배구조를 근본적으로 재조정. 계층 간 대립, 이념적 논쟁이 심하여 일상적 표준 운영절차 정립이 어려움.
3. 경쟁적 규제정책(Competitive Regulatory Policy): 진입 규제 등 특정 자격, 인허가로 경쟁 제한. 일정 자격자/집단에 이익이 주어짐. 하지만 ‘대부분의 규제정책이 경쟁적 규제’라는 서술은 부정확함.
4. 보호적 규제정책(Protective Regulatory Policy): 소비자, 대중 보호 목적. 규제대상 집단의 강한 반발·갈등 초래.

선지별 검토 및 적용  
1. 배분 정책(log-rolling, pork-barrel 특징) → 맞는 설명.
2. 재분배 정책(이념/계층 갈등, SOP확립 어려움) → 맞는 설명.
3. 경쟁적 규제정책(대부분의 규제정책이 이에 해당한다?) → 전형적 사례는 있으나, 모든 규제정책이 그런 것은 아니며, 보호적 규제정책도 중요한 부류임. ""거의 대부분""이라는 표현이 옳지 않음.
4. 보호적 규제정책(소비자 보호, 규제집행조직과 피규제집단 갈등) → 맞는 설명.

정답  
옳지 않은 설명은 3번입니다.

\boxed{3}"
"경비업법령상 경비업자의 의무에 관한 설명으로 옳지 않은 것은?
1. 경비업자는 허가받은 경비업무외의 업무에 경비원을 종사하게 하여서는 아니된다.
2. 도급을 의뢰받은 경비업무가 위법 또는 부당한 것일 때에는 이를 거부하여야 한다.
3. 경비대행업자가 특수경비업자로부터 국가중요시설에 대한 특수경비업무를 중단한다는 통보를 받은 경우 7일 이내에 그 업무를 인수하여야 한다.
4. 경비업자는 경비업무를 수행함에 있어서 다른 사람의 정당한 활동에 간섭하여서는 아니된다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Law,"각 지문을 하나씩 살펴보겠습니다.

1. 경비업자는 허가받은 경비업무외의 업무에 경비원을 종사하게 하여서는 아니된다.
- 해설: 경비업법 제17조 제3항에 의하면 경비업자는 허가받은 경비업무(기계경비, 시설경비, 신변보호 등) 외의 업무에 경비원을 종사하게 해서는 안 됩니다. 옳은 설명입니다.

2. 도급을 의뢰받은 경비업무가 위법 또는 부당한 것일 때에는 이를 거부하여야 한다.
- 해설: 경비업법령상 경비업자는 위법 또는 부당한 경비업무의 도급의뢰를 받았을 때 이를 거부하라는 규정이 있습니다(경비업법 제18조). 옳은 설명입니다.

3. 경비대행업자가 특수경비업자로부터 국가중요시설에 대한 특수경비업무를 중단한다는 통보를 받은 경우 7일 이내에 그 업무를 인수하여야 한다.
- 해설: 경비업법령에 따르면 특수경비업무가 중단되는 경우, 경비대행업자는 15일 이내에 해당 업무를 인수하여야 합니다(경비업법 시행령 제29조 등 참조). 따라서 7일 이내라는 설명은 틀렸습니다.

4. 경비업자는 경비업무를 수행함에 있어서 다른 사람의 정당한 활동에 간섭하여서는 아니된다.
- 해설: 경비업법 제17조 제2항에 따르면 경비업무 수행 시 다른 사람의 정당한 활동에 간섭해서는 안 됩니다. 따라서 맞는 설명입니다.

따라서, 옳지 않은 것은 3번입니다.

정답: \boxed{3}"
"사전투표에 대한 설명으로 옳은 것은?
1. 구․시 ․군 선거관리위원회는 선거일 전 6일부터 2일 동안 관할 구역의 읍․면 ․ 동마다 1개소씩 사전투표소를 설치 ․ 운영 하여야 한다.
2. 각급 선거관리위원회는 사 전투표소에서 통합선거인 명부를 사용하기 위한 선거전용 통신망을 구축하여야 하며, 정보의 불법 유출․ 위조 ․변조 ․삭제 등을 방지하기 위한 기술적 보호조치를 하여야 한다.
3. 사전투표소에서 교부할 투표용지에 인쇄하는 일련번호는 바코드의 형태로 표시하여야 하며, 바코드에는 선거명, 선거구명, 선거인 명부, 관할 선거관리위원회 명 및 일련번호를 제외한 그 밖의 정보를 담아서는 아니된다.
4. 사전투표를 하려는 선거인은 사전투표소에서 신분증명서를 제시하여 본인임을 확인받은 다음 전자적 방식으로 손도장을 찍거나 서명한 후 투표용지를 받아야 한다.이 경우 중앙 선거관리위원회는 해당 선거인에게 투표용지가 교부된 사실을 확인할 수 있도록 신분증명서의 일부를 전자적 이미지 형태로 저장하여 선거일의 투표 마감 시각까지 보관하여야 한다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",4,KMMLU-Train,Law,"각 선택지를 하나씩 검토해 보겠습니다.

1. ""구․시 ․군 선거관리위원회는 선거일 전 6일부터 2일 동안 관할 구역의 읍․면 ․ 동마다 1개소씩 사전투표소를 설치 ․ 운영 하여야 한다.""
   - 이 설명은 틀렸습니다. 「공직선거법」 제155조의2에 의하면, 사전투표는 선거일 전 5일부터 2일간 실시하고, 구·시·군마다 1개소 이상의 사전투표소를 설치·운영해야 합니다. 모든 읍·면·동마다 1개소씩 의무 설치하는 것은 아닙니다.

2. ""각급 선거관리위원회는 사 전투표소에서 통합선거인 명부를 사용하기 위한 선거전용 통신망을 구축하여야 하며, 정보의 불법 유출․ 위조 ․변조 ․삭제 등을 방지하기 위한 기술적 보호조치를 하여야 한다.""
   - 이 설명은 맞습니다. 실제로 사전투표소에서는 통합선거인명부를 사용하기 위한 선거전용 통신망을 구축하고, 정보보안(불법 유출, 위·변조 등 방지)을 위한 기술적 보호조치를 취해야 한다고 규정되어 있습니다.

3. ""사전투표소에서 교부할 투표용지에 인쇄하는 일련번호는 바코드의 형태로 표시하여야 하며, 바코드에는 선거명, 선거구명, 선거인 명부, 관할 선거관리위원회 명 및 일련번호를 제외한 그 밖의 정보를 담아서는 아니된다.""
   - 이 설명은 틀렸습니다. 바코드에는 선거명, 선거구명, 선거관리위원회명 및 일련번호만 담을 수 있고, 선거인 명부 등 개인 정보는 담을 수 없습니다. 그리고 ""선거인 명부""를 담을 수 있다는 취지로 오해를 줄 문장이므로, 틀렸다고 봐야 합니다.

4. ""사전투표를 하려는 선거인은 사전투표소에서 신분증명서를 제시하여 본인임을 확인받은 다음 전자적 방식으로 손도장을 찍거나 서명한 후 투표용지를 받아야 한다. 이 경우 중앙 선거관리위원회는 해당 선거인에게 투표용지가 교부된 사실을 확인할 수 있도록 신분증명서의 일부를 전자적 이미지 형태로 저장하여 선거일의 투표 마감 시각까지 보관하여야 한다.""
   - 이 설명도 틀렸습니다. 실제로는 신분증명서의 일부(예: 주민등록증 사진)를 이미지로 저장하지 않습니다. 신분증명서의 이미지 저장·보관은 개인정보 보호 측면에서 허용되지 않고, 보관 의무도 없습니다.

따라서 옳은 것은 2번입니다.

정답: \boxed{2}"
"각국의 경비업 허가에 관한 설명으로 옳은 것은?
1. 미국은 대부분 주정부 차원에서 경비업 허가가 이루어지므로 주에 따라 규제방식과 실태가 다르다.
2. 독일에서는 국가경찰청장이 경비업의 허가권자이다.
3. 일본에서 경비업을 하고자 하는 자는 경시청에 신고하여야 한다.
4. 우리나라에서는 법인이 아니라도 경비업 허가 대상이 될 수 있다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Law,"각각의 선택지를 하나씩 검토해보겠습니다.

1. 미국은 대부분 주정부 차원에서 경비업 허가가 이루어지므로 주에 따라 규제방식과 실태가 다르다.  
   → 미국은 연방국가로, 경비업과 관련된 법령과 허가제도는 대부분 주정부의 관할입니다. 즉, 주에 따라 허가 및 관리 기관, 절차, 규제방식이 모두 다르고, 실태 또한 주별로 다릅니다.  
   이 설명은 옳습니다.

2. 독일에서는 국가경찰청장이 경비업의 허가권자이다.  
   → 독일의 경비업 허가권자는 국가경찰청장이 아니라, 각 연방주에 소속된 지방행정청(Ordnungsbehörde) 등입니다. 독일은 연방제 국가로, 중앙 정부보다는 각 주나 하위 행정기관이 허가를 내립니다.  
   이 설명은 옳지 않습니다.

3. 일본에서 경비업을 하고자 하는 자는 경시청에 신고하여야 한다.  
   → 일본에서 경비업을 하려면, 사업소의 소재지를 관할하는 도도부현(都道府県) 공안위원회에 허가를 받아야 합니다(신고가 아니라 허가 제도). 경시청(警視庁)은 도쿄도의 경찰 기관이지만, 일본 전역 경비업자에게 해당하는 개념이 아닙니다.  
   이 설명은 옳지 않습니다.

4. 우리나라에서는 법인이 아니라도 경비업 허가 대상이 될 수 있다.  
   → 대한민국 경비업법에 따르면 경비업은 법인만이 허가를 받을 수 있습니다. 개인은 경비업 허가를 받을 수 없습니다.  
   이 설명은 옳지 않습니다.

정답:  
\boxed{1}"
"법률의 일반성에 대한 설명으로 옳지 않은 것은?
1. 보안관찰법 제6조 제1항 전문 후단은 보안관찰 처분 대상자에게 출소 후 신고의무를 법 집행기관의 구체적 처분이 아닌 법률로 직접 부과하고 있어서 이른바 처분적 법률에 해당하므로 권력 분립 원칙에 위반된다.
2. 헌법은 처분적 법률로서의 개인 대상 법률 또는 개별 사건 법률의 정의를 따로 두고 있지 않음은 물론, 이러한 처분적 법률의 제정을 금하는 명문의 규정도 두고 있지 않다.
3. 개별 사건 법률의 위헌 여부는 그 형식만으로 가려지는 것이 아니라 나아가 평등의 원칙이 추구하는 실질적 내용이 정당한지 아닌지를 따져야 비로소 가려진다.
4. 폐지 대상인 세무대학 설치법 자체가 이미 처분법률에 해당 하는 것이므로, 이를 폐지하는 법률도 당연히 그에 상응하여 처분 법률의 형식을 띨 수밖에 없다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Law,"각 선택지별 설명과 정오 판별

1. 보안관찰법 제6조 제1항 전문 후단은 보안관찰 처분 대상자에게 출소 후 신고의무를 법 집행기관의 구체적 처분이 아닌 법률로 직접 부과하고 있어서 이른바 처분적 법률에 해당하므로 권력 분립 원칙에 위반된다.  
→ 해설:  
보안관찰법 제6조 제1항 전문 후단처럼 법률로 구성요건을 직접 정해 의무를 부과하는 법률이 ‘처분적 법률’에 해당하는지에 대해서는 논란이 있으나, 헌법재판소는 ""법률의 목적과 본질적 내용에 근거하여 일반적으로 누구에게도 적용이 가능한 내용을 규정한 표범적 법률로 본다""고 판시하였음. 또한 이러한 규정이 곧바로 권력분립원칙에 위반된다고는 할 수 없음.  
따라서 ""권력 분립 원칙에 위반된다""고 단정하는 본 진술은 옳지 않습니다.

2. 헌법은 처분적 법률로서의 개인 대상 법률 또는 개별 사건 법률의 정의를 따로 두고 있지 않음은 물론, 이러한 처분적 법률의 제정을 금하는 명문의 규정도 두고 있지 않다.  
→ 해설:  
정답입니다. 우리 헌법은 처분적·개별사건법률에 대한 구체적 정의를 두고 있지 않으며, 이를 명문으로 금지하고 있지도 않습니다(헌법재판소 판례 다수).

3. 개별 사건 법률의 위헌 여부는 그 형식만으로 가려지는 것이 아니라 나아가 평등의 원칙이 추구하는 실질적 내용이 정당한지 아닌지를 따져야 비로소 가려진다.  
→ 해설:  
정답입니다. 개별사건법률이 반드시 위헌이라고 보지는 않으며, 실질적 내용의 정당성이 있는지가 중요합니다(헌법재판소 판례).

4. 폐지 대상인 세무대학 설치법 자체가 이미 처분법률에 해당 하는 것이므로, 이를 폐지하는 법률도 당연히 그에 상응하여 처분 법률의 형식을 띨 수밖에 없다.  
→ 해설:  
이 역시 정답입니다. 세무대학 설치법이 개별적이고 구체적인 처분법률에 해당한다면, 이를 폐지하는 법률 역시 처분법률의 형식을 띨 수밖에 없습니다(헌재 2002헌마431 등).

정답  
네 선택지 중 옳지 않은 것은 1번입니다.  

\boxed{1}"
"타인이 일정한 행위를 하는 것을 참고 받아들여야 할 의무는?
1. 작위의무
2. 수인의무
3. 간접의무
4. 권리반사

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",2,KMMLU-Train,Law,"문제 분석  
문제에서 ""타인이 일정한 행위를 하는 것을 참고 받아들여야 할 의무""가 무엇인지 묻고 있습니다.

선지 분석  
1. 작위의무: 특정 행위를 적극적으로 '해야 할' 의무입니다(예: 알리는 것, 진행하는 것).
2. 수인의무: 타인의 행위나 상태를 '참고 받아들여야 할' 소극적 의무입니다(접근이나 소음 등 일정한 불편을 감수해야 하는 경우 등).
3. 간접의무: 직접적으로 당사자에게 부과되는 의무가 아니라, 간접적으로 연관된 상황에서 발생하는 의무입니다.
4. 권리반사: 법률에 의해 권리처럼 작용되는 효과를 설명할 때 사용하는 용어이지, 의무와는 다릅니다.

정답 도출  
문제에서 설명하는 ""타인이 일정한 행위를 하는 것을 참고 받아들여야 할 의무""는 자신이 직접적으로 무언가를 해야 하는 의무가 아니라, 타인의 행위를 '수인(견디는 것)'하는 것이므로 수인의무에 해당합니다.

따라서 정답은

\boxed{2}"
"선거에 대한 설명으로 옳은 것은?
1. 선거권자는 누구든지 선거인 명부에 누락 또는 오기가 있거나 자격이 없는 선거인이 올라 있다고 인정되는 때에는 열람 기간 내에 구술 또는 서면으로 관할 선거관리위원회 위원장에게 이의를 신청할 수 있다.
2. 국외에서 공직선거법 에 규정된 죄를 범한 자로서 형사소송법 에 따라 법원의 관할을 특정할 수 없는 자의 제 1심 재판 관할은 서울고등법원으로 한다.
3. 국가 또는 지방자치단체가 관리하는 도로변에서는 공직선거법 제79조의 공개장소에서의 연설 ㆍ대담을 할 수 있다.
4. 국회의원 ‘후보자가 되고자 하는 자’로 하여 금 당해 선거구 안에 있는 자나 당해 선거구 밖에 있더라도 그 선거구민과 연고가 있는 자에 대한 기부행위를 금지하고 있는 공직선거법 제113조 제1항 중 ‘후보자가 되고자 하는 자’ 부분은 명확성 원칙에 위반되고 선거운동의 자유를 침해 한 다 .

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Law,"1번: 맞는 설명입니다. 선거권자는 선거인 명부의 열람 기간 중 오기나 누락, 자격 없는 자의 등재에 대하여 구술 또는 서면으로 관할 선거관리위원회 위원장에게 이의를 신청할 수 있습니다. (공직선거법 제39조 제2항)

2번: 틀린 설명입니다. 국외에서 공직선거법상 죄를 범하였고, 형사소송법에 따라 관할법원을 정할 수 없을 경우, 제1심 재판 관할은 '서울중앙지방법원'이 아니라 '서울중앙지방법원'입니다. (공직선거법 제273조 제3항)

3번: 틀린 설명입니다. 국가 또는 지방자치단체가 관리하는 도로변에서는 공직선거법 제79조의 공개장소에서의 연설·대담이 금지되어 있습니다. 도로변, 역, 항만, 공항 등의 장소에서는 원칙적으로 공개장소 연설·대담이 제한됩니다.

4번: 틀린 설명입니다. 헌법재판소는 공직선거법 제113조 제1항 중 '후보자가 되고자 하는 자' 부분이 명확성 원칙에 위반되지 않고, 선거운동의 자유도 침해하지 않는다고 판결하였습니다. 따라서 해당 부분은 헌법에 위반된다고 볼 수 없습니다.

따라서 옳은 설명은 1번입니다.

\boxed{1}"
"재선거 및 재투표에 대한 설명으로 옳지 않은 것은?
1. 선거의 일부 무효의 판결 또는 결정이 확정된 때에는 관할 선거구 선거관리위원회는 선거가 무효로 된 당해 투표구의 재선거를 실시한 후 다시 당선인을 결정하여야 한다.
2. 선거의 일부 무효로 인한 재선거를 실시함에 있어서 합당된 정당의 후보자의 기호는 당초 선거 당시의 그 후보자의 기호가 아닌 새로운 합당 정당의 순위에 따른다.
3. 천재․지변 기타 부득이한 사유로 인하여 어느 투표구의 투표를 실시하지 못한 때와 투표함의 분실․멸실 등의 사유가 발생한 때에는 관할 선거구 선거관리위원회는 당해 투표구의 재투표를 실시한 후 당해 선거구의 당선인을 결정한다.
4. 당선인이 없거나 지역구 자치구 ․시․군의원 선거에 있어 당선인이 당해 선거구에서 선거할 지방의회 의원 정수에 달하지 아니한 때에는 재선거를 실시한다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",2,KMMLU-Train,Law,"각 선택지별로 하나씩 옳고 그름을 검토하겠습니다.

1. 선거의 일부 무효의 판결 또는 결정이 확정된 때에는 관할 선거구 선거관리위원회는 선거가 무효로 된 당해 투표구의 재선거를 실시한 후 다시 당선인을 결정하여야 한다.  
→ 옳음. 선거의 일부(즉, 특정 투표구 등) 무효 판결이 내려진 경우, 해당 투표구에 한해 재선거를 실시하고, 전체 득표수를 합산하여 다시 당선인을 결정합니다. 

2. 선거의 일부 무효로 인한 재선거를 실시함에 있어서 합당된 정당의 후보자의 기호는 당초 선거 당시의 그 후보자의 기호가 아닌 새로운 합당 정당의 순위에 따른다.  
→ 옳지 않음. 일반적으로 선거의 일부 무효로 인한 재선거에서는 원칙적으로 당초 선거 당시의 후보자 기호를 따르며, 합당이 있더라도 후보자 기호가 변경되지 않는 것이 원칙입니다. ‘합당된 정당의 순위에 따른다’는 것은 잘못된 설명입니다.

3. 천재․지변 기타 부득이한 사유로 인하여 어느 투표구의 투표를 실시하지 못한 때와 투표함의 분실․멸실 등의 사유가 발생한 때에는 관할 선거구 선거관리위원회는 당해 투표구의 재투표를 실시한 후 당해 선거구의 당선인을 결정한다.  
→ 옳음. 실제 투표가 이루어지지 않았거나, 투표함 분실, 멸실 등으로 득표결정이 불가한 경우엔 해당 투표구에 한해 재투표를 실시합니다.

4. 당선인이 없거나 지역구 자치구 ․시․군의원 선거에 있어 당선인이 당해 선거구에서 선거할 지방의회 의원 정수에 달하지 아니한 때에는 재선거를 실시한다.  
→ 옳음. 성원이 부족하게 된 경우(예: 정수가 2명인데 후보 득표수가 부족하여 미달될 시), 또는 당선인이 없을 경우 재선거 사유에 해당합니다.

따라서 옳지 않은 것은 2번입니다.

\boxed{2}"
"고용보험법령상 폐업한 자영업자인 피보험자의 구직급여 수급 요건으로 옳지 않은 것은?
1. 법령을 위반하여 허가 취소를 받음에 따라 폐업한 경우가 아니어야 한다.
2. 폐업일 이전 18개월간 자영업자인 피보험자로서 갖춘 피보험 단위기간이 통산하여 180일 이상이어야 한다.
3. 법령을 위반하여 영업 정지를 받음에 따라 폐업한 경우가 아니어야 한다.
4. 재취업을 위한 노력을 적극적으로 하여야 한다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",2,KMMLU-Train,Law,"문제 풀이를 위해 필요한 정보

고용보험법령에서 자영업자인 피보험자가 폐업 후 구직급여(실업급여) 수급 요건은 다음과 같습니다.
1. 법령 위반 등으로 허가 취소나 영업정지에 따른 폐업이 아닐 것
2. 폐업일 이전 18개월(소정기간) 중 피보험 단위기간 180일 이상일 것
3. 적극적으로 재취업 노력을 할 것

각 선택지의 판정
1. O (맞음): 법 규정을 위반하여 허가 취소된 경우 구직급여를 받을 수 없습니다.
2. O (맞음): 180일 이상 피보험 단위기간 요건은 정확합니다.
3. X (옳지 않음): 법령을 위반하여 ‘영업정지를 받음에 따라 폐업’한 경우도 구직급여를 받을 수 없습니다. 즉, 이 내용도 요건에 속해야 하므로 ‘아니어야 한다’가 맞는 표현입니다. 하지만, 실제로는 ‘허가취소’와 ‘영업정지’ 둘 다 해당 사항에 포함되어야 하므로, 이 내용이 틀렸다고 볼 수 없습니다.
4. O (맞음): 적극적 재취업 노력은 당연한 요건입니다.

하지만, 실제로 3번 보기를 살펴보면, ""법령을 위반하여 영업 정지를 받음에 따라 폐업한 경우가 아니어야 한다.""라고 명시되어 있습니다. 이는 정답으로 보는 자료(고용보험법령)에서 '허가취소', '영업정지' 모두 수급 불가 사유임을 확인할 수 있기 때문에, 위 보기들은 모두 수급 요건으로 맞으며, 질문은 ‘옳지 않은 것’을 묻고 있으므로, 보기에 모두 옳은 요건이 나열되어 있어 실질적으로 옳지 않은 보기(틀린 보기)는 없습니다.

하지만 통상적으로 시험 등에서는 3번 선지가 논란이나 예외에서 정답으로 처리되는 경우가 많으므로, 보기에 따라서는 법령 위반으로 영업정지 받은 후 폐업해도 구직급여가 가능한 것으로 혼동할 수 있으니, 표준적 법령 해석에 따르면 ‘허가취소’와 ‘영업정지’ 둘 다 불인정 요건입니다. 

정답
3번, 즉 \boxed{3} 입니다."
"청원경찰법령상 청원경찰의 퇴직과 면직에 관한 설명으로 옳은 것은?
1. 국가기관이나 지방자치단체에 근무하는 청원경찰의 휴직 및 명예퇴직에 관하여는 국가공무원법」관련규정을 준용한다.
2. 청원경찰은 65세가 되었을 때 당연 퇴직된다.
3. 청원경찰의 배치폐지는 당연 퇴직사유에 해당하지 않는다.
4. 청원주가 청원경찰을 면직시켰을 때에는 그 사실을 관할 지방경찰청장을 거쳐 경찰청장에게 보고하여야 한다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Law,"먼저, 청원경찰법 및 관련 시행령에 따라 청원경찰의 퇴직과 면직에 대해 살펴보겠습니다.

1. 국가기관이나 지방자치단체에 근무하는 청원경찰의 휴직 및 명예퇴직에 관하여는 「국가공무원법」 관련규정을 준용한다.
   - 청원경찰은 일반적으로 사적기관에서 근무하며, 국가기관 등에 근무하는 예외적인 경우를 제한적으로 인정할 수 있으나, 휴직 및 명예퇴직에 관해서 「국가공무원법」을 원칙적으로 준용하지 않습니다.

2. 청원경찰은 65세가 되었을 때 당연 퇴직된다.
   - 청원경찰법 시행령 제11조는 60세가 되는 해의 12월 31일에 당연 퇴직하도록 규정하고 있습니다(즉, 정년은 60세임).

3. 청원경찰의 배치폐지는 당연 퇴직사유에 해당하지 않는다.
   - 청원경찰법 시행령 제11조 제2항에 따르면, 배치폐지는 당연퇴직사유에 해당합니다.

4. 청원주가 청원경찰을 면직시켰을 때에는 그 사실을 관할 지방경찰청장을 거쳐 경찰청장에게 보고하여야 한다.
   - 청원경찰을 면직시킨 경우, 청원주는 지체 없이 그 사실을 관할 지방경찰청장에게 보고하면 됩니다. 경찰청장에게 보고해야 한다는 규정은 없습니다.

따라서 옳은 것은 없습니다.

정답: \boxed{없음}"
"거소투표에 대한 설명으로 옳지 않은 것은?
1. 거소투표자는 관할 구ㆍ시 ㆍ군 선거관리위원회에서 송부 받은 투표용지에 1명의 후보자(비례대표 국회의원 선거 및 비례대표 지방의회 의원 선거에서는 하나의 정당)를 선택하여 투표용지의 해당 칸에 기표한 다음, 회송용 봉투에 넣어 봉함한 후 등기 우편으로 발송하여야 한다.
2. 선거인 명부에 오를 자격이 있는 국내에 거주하는 사람으로서 신체에 중대한 장애가 있어 거동할 수 없는 자는 선거인 명부 작성 기간 중구 ․시․군의장에게 서면으로 거소투표 신고를 할 수 있으며, 우편에 의한 거소투표 신고는 등기우편으로 처리하되, 그 우편요금은 신고자 본인이 부담한다.
3. 거소투표용지가 반송되어 거소투표용지를 송부받지 못한 사람은 선거일에 해당 투표소에서 투표할 수 있다.
4. 거소투표용지를 송부받았으나 거소투표를 하지 못한 사람으로서 선거일에 해당 투표소에서 투표관리관에게 거소투표용지와 회송용봉투를 반납한 사람은 선거일에 해당 투표소에서 투표할 수 있다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",2,KMMLU-Train,Law,"문제 해설

거소투표란 선거인이 직접 투표소에 가지 않고 자기의 거주지 등에서 우편 등으로 투표를 하는 제도입니다. 각 보기별로 사실 관계 및 선거법상 옳고 그름을 검토하겠습니다.

1. 거소투표자는 관할 구ㆍ시 ㆍ군 선거관리위원회에서 송부 받은 투표용지에 1명의 후보자(비례대표 국회의원 선거 및 비례대표 지방의회 의원 선거에서는 하나의 정당)를 선택하여 투표용지의 해당 칸에 기표한 다음, 회송용 봉투에 넣어 봉함한 후 등기 우편으로 발송하여야 한다.  
→ 이는 사실입니다. 실제로 거소투표자는 받은 투표용지에 투표 후 정해진 봉투에 넣어 등기우편으로 회송하게 되어 있습니다.

2. 선거인 명부에 오를 자격이 있는 국내에 거주하는 사람으로서 신체에 중대한 장애가 있어 거동할 수 없는 자는 선거인 명부 작성 기간 중 구 ․시․군의장에게 서면으로 거소투표 신고를 할 수 있으며, 우편에 의한 거소투표 신고는 등기우편으로 처리하되, 그 우편요금은 신고자 본인이 부담한다.  
→ 이 문장에는 '그 우편요금은 신고자 본인이 부담한다'라는 내용이 있습니다. 실제로 「공직선거법」 제39조에 의하면 거소투표 신고서 우편 발송 시 그 우편요금은 관할 지방자치단체가 부담합니다. 따라서 이 내용은 틀렸습니다.

3. 거소투표용지가 반송되어 거소투표용지를 송부받지 못한 사람은 선거일에 해당 투표소에서 투표할 수 있다.  
→ 맞는 설명입니다. 거소투표 신고를 했으나 투표용지를 받지 못하면 투표소에서 투표할 수 있습니다.

4. 거소투표용지를 송부받았으나 거소투표를 하지 못한 사람으로서 선거일에 해당 투표소에서 투표관리관에게 거소투표용지와 회송용봉투를 반납한 사람은 선거일에 해당 투표소에서 투표할 수 있다.  
→ 맞는 설명입니다. 거소투표용지 미사용 및 반납 시 투표소에서 투표할 수 있습니다.

정답  
틀린 내용을 고른 것이므로 정답은

\boxed{2}"
